"from.gene"	"to.gene"	"im"
"Dmrt1.48h"	"Arnt2.48h"	0.0205070215194642
"Elf1.48h"	"Rhox6.48h"	0.0204959584035216
"Pdlim1.48h"	"Tcl1.48h"	0.0204873196218725
"Etv5.48h"	"Tcea3.48h"	0.0204515256045759
"Fbxo15.48h"	"Nupr1.48h"	0.0204383075760919
"Tgm2.48h"	"Fosl2.48h"	0.020428553707722
"Tcfcp2l1.48h"	"Fgfbp1.48h"	0.0204168475118456
"Mbd3.48h"	"Jmjd2c.48h"	0.0204059434194025
"Gata2.48h"	"Eomes.48h"	0.0203960225213334
"Whsc2.48h"	"Fem1b.48h"	0.0203949774860082
"Hoxa9.48h"	"Meis2.48h"	0.0203400263382287
"T.24.72h.max"	"Otx1.48h"	0.0203396136674636
"Mettl5.48h"	"Dppa5a.48h"	0.0203394717762791
"Mycn.48h"	"Nanog.48h"	0.0203380664298881
"Sox7.48h"	"Stra13.48h"	0.0203325676969784
"Sox11.48h"	"Tcfcp2l1.48h"	0.0203130074398982
"Fem1b.48h"	"Lass2.48h"	0.0203116527331511
"Six1.48h"	"Tbx5.48h"	0.0202692850758803
"Whsc2.48h"	"Mettl5.48h"	0.0202665023366827
"Ets1.48h"	"Hoxa2.48h"	0.020264843377235
"Gata3.24.72h.max"	"Foxp3.48h"	0.0202648289893725
"Sub1.48h"	"Tgm2.48h"	0.0202625220014523
"Ostf1.48h"	"Sox15.48h"	0.0202566316704452
"Gata3.24.72h.max"	"Nkx2.5.48h"	0.0202468274262371
"Aes.48h"	"Dnmt3b.48h"	0.0202409134141743
"Ascl2.24.72h.max"	"Grhl2.48h"	0.0202400534628951
"Jarid1a.48h"	"Hmga2.48h"	0.0202099954200707
"Sirt3.48h"	"Ankrd22.48h"	0.0202031695773163
"Mbd3.48h"	"Atxn1.48h"	0.0201786475139737
"Cdyl2.48h"	"Hoxa2.48h"	0.0201658747351796
"Etv3.48h"	"Tbx5.48h"	0.0201297279951896
"Inppl1.48h"	"Foxn3.48h"	0.0201067660183723
"Elf5.48h"	"Zic1.48h"	0.0201045848395418
"Ostf1.48h"	"Stra13.48h"	0.0200912365937496
"Tcfcp2l1.48h"	"Ash2L.48h"	0.020089307505164
"Aes.48h"	"Id1.48h"	0.0200778971037131
"Smad7.48h"	"Tcf4.48h"	0.0200720833713315
"Gata3.24.72h.max"	"Foxl2.48h"	0.0200571540725625
"Ash2L.48h"	"Otx1.48h"	0.0200387097636211
"Lass2.48h"	"Rxra.48h"	0.0199963116510095
"Cdx2.24.72h.max"	"Rhox6.48h"	0.0199960203504875
"Dlx3.48h"	"Sox2.24.72h.max"	0.0199891874535983
"Pou5f1.24.72h.max"	"Zfand3.48h"	0.0199750981606994
"Mbd3.48h"	"Elf5.48h"	0.0199739308793149
"Tgm2.48h"	"Klf4.24.72h.max"	0.0199618939864576
"Esx1.24.72h.max"	"Prickle1.48h"	0.0199531808505003
"Nsbp1.48h"	"Zmat4.48h"	0.0199426254522357
"Tcfcp2l1.48h"	"Sfrs6.48h"	0.0199122326668747
"Cdx2.24.72h.max"	"Suz12.48h"	0.0198976292665432
"Tcf4.48h"	"Foxc1.48h"	0.0198824783422744
"Gata3.24.72h.max"	"MyoD1.48h"	0.0198740016740994
"Stat3.48h"	"Aes.48h"	0.0198532292143191
"Foxg1.48h"	"Foxa1.48h"	0.019851015454369
"Ugp2.48h"	"Mbd3.48h"	0.0198383321027193
"Stat3.48h"	"Sirt3.48h"	0.0198215966263309
"Gadd45a.48h"	"Ankrd22.48h"	0.0198211321988996
"Gbx2.48h"	"Ascl2.24.72h.max"	0.0198082511047513
"Sox7.48h"	"Tcfcp2l1.48h"	0.019807448411261
"Nrip1.48h"	"Ankrd22.48h"	0.0198031192352537
"Lass2.48h"	"Fhl2.48h"	0.0197987054920531
"Stat3.48h"	"Jarid1a.48h"	0.0197813362522108
"Lhx2.48h"	"Gata3.24.72h.max"	0.0197805960888175
"Dlx3.48h"	"Dnmt3b.48h"	0.0197709701144217
"Stra13.48h"	"Foxa1.48h"	0.0197651722929162
"Id1.48h"	"Stat3.48h"	0.0197630155149465
"Dmrt1.48h"	"Foxg1.48h"	0.0197625667132916
"Hoxa2.48h"	"Cbx8.48h"	0.0197572928118082
"Eomes.48h"	"Cdyl2.48h"	0.0197554782559513
"Cdx2.24.72h.max"	"Nanog.48h"	0.0197488031855125
"Tcf4.48h"	"Msc.48h"	0.0197461628306511
"Fhl2.48h"	"Zmat4.48h"	0.0197450593757119
"MyoD1.48h"	"Mef2c.48h"	0.0197375445316826
"Grhl2.48h"	"Fbxo15.48h"	0.0197284846148468
"Esx1.24.72h.max"	"Nrip1.48h"	0.0197239974975422
"Dedd2.48h"	"Ell2.48h"	0.0197135922777302
"Fgfbp1.48h"	"Lhx2.48h"	0.0197100055452198
"Jmjd2c.48h"	"Sox7.48h"	0.0196900660149958
"Tcf3.48h"	"Arnt2.48h"	0.0196820608476173
"Prickle1.48h"	"Cdyl2.48h"	0.0196779710193688
"Sall4.48h"	"Fbxo15.48h"	0.0196689041421705
"Gadd45a.48h"	"Jarid1a.48h"	0.0196637688951205
"Eed.48h"	"Rhox6.48h"	0.0196541035026457
"Tcfap2c.48h"	"Nsbp1.48h"	0.0196383850740595
"Smad4.48h"	"Zfand3.48h"	0.0196094871754216
"Etv1.48h"	"Myc.24.72h.max"	0.0196065326579164
"Tbx5.48h"	"Irf2.48h"	0.0195926677028999
"Gata3.24.72h.max"	"Nr2f2.48h"	0.0195904513241586
"Foxc1.48h"	"Zmat4.48h"	0.0195855578110184
"Gbx2.48h"	"Ankrd22.48h"	0.0195635622013824
"Cdx2.24.72h.max"	"Aff1.48h"	0.0195594415725137
"Hoxa9.48h"	"Hoxa2.48h"	0.0195511631529703
"Fbxo15.48h"	"Zmat4.48h"	0.0195436742558796
"Esx1.24.72h.max"	"Dedd2.48h"	0.0195342979925054
"Hesx1.48h"	"Nsbp1.48h"	0.0195274873323891
"Atf3.48h"	"Bcl6.48h"	0.0195222742897948
"Smad4.48h"	"Sox2.24.72h.max"	0.0194754715473423
"Sox9.48h"	"Nkx2.5.48h"	0.0194710939273962
"Inppl1.48h"	"Fbxo15.48h"	0.0194698979272979
"Foxn3.48h"	"Cbx8.48h"	0.0194275971657761
"Ascl1.24.72h.max"	"Aff1.48h"	0.0194179705884679
"T.24.72h.max"	"Rxra.48h"	0.0194157569028483
"Dmrt1.48h"	"Aff1.48h"	0.0194149140627007
"Otx2.48h"	"Tcf3.48h"	0.0194130911315265
"Etv1.48h"	"Jun.48h"	0.0194074291438736
"Foxp3.48h"	"Foxj2.48h"	0.0194059270161771
"Msc.48h"	"Tcl1.48h"	0.0193843921870076
"Sox15.48h"	"Sox2.24.72h.max"	0.0193715580141789
"MyoD1.48h"	"Tcf4.48h"	0.0193426710567692
"Hoxa2.48h"	"Trpv2.48h"	0.0193271467004618
"Otx2.48h"	"Tgif1.48h"	0.0193253926222633
"Id1.48h"	"Smad1.48h"	0.0193179262416361
"Fem1b.48h"	"Suz12.48h"	0.0193012614753257
